timestamp,temperature_c,vibration_hz,cpu_load_percent,power_consumption_w,network_latency_ms,degradation_index,failure
2026-04-26 14:35:46.791568,40.993428306022466,1.0217301496986333,36.12004567913419,98.33738433099873,6.804760541663088,0.0,0
2026-04-26 15:35:46.791568,39.80402921039842,0.9127100108024442,36.01769368810747,104.59323647921318,13.047400993678574,0.00035329447094152973,0
2026-04-26 16:35:46.791568,41.45648275024242,0.9036085164492702,38.739321121730804,100.58233729251052,14.243281677767301,0.0007065889418830595,0
2026-04-26 17:35:46.791568,43.287693346850865,1.0661997148435516,31.468062750759234,103.54502033494268,13.286991395976036,0.0010598834128245894,0
2026-04-26 18:35:46.791568,39.85382499655846,0.8948587267416972,37.51635210580704,103.53253411983088,9.596931919956063,0.001413177883766119,0
2026-04-26 19:35:46.791568,39.93431615405944,0.6932550538725043,37.17401171068098,105.4020501792982,8.026361069936765,0.0017664723547076487,0
2026-04-26 20:35:46.791568,43.641424295209255,0.8963301234406618,35.05682765724799,109.9088087471556,8.271390301234211,0.0021197668256491787,0
2026-04-26 21:35:46.791568,42.09821706519066,0.9884440748605904,36.579836038818414,102.40631004438275,7.1024165111241375,0.0024730612965907085,0
2026-04-26 22:35:46.791568,39.70467820576755,1.2676092942947095,38.732635936805345,92.86856662608014,10.322250359011035,0.002826355767532238,0
2026-04-26 23:35:46.791568,41.80894695624098,0.9706814125149792,38.34167914384697,106.77801958776985,13.815489461474925,0.0031796502384737677,0
2026-04-27 00:35:46.791568,39.87710200074732,1.1260322968125147,32.3761221996944,105.20532488285114,10.387934231044419,0.0035329447094152974,0
2026-04-27 01:35:46.791568,39.95248914174059,1.028918148924945,38.346076965232136,105.87504387063856,11.343031244964347,0.0038862391803568272,0
2026-04-27 02:35:46.791568,41.44777533476667,1.2430448091215074,35.77193151329138,105.17421397276482,25.702800129764796,0.0042395336512983575,0
2026-04-27 03:35:46.791568,37.21707347762187,1.237567006559499,36.26498471879061,105.21085089984975,10.06444671956078,0.004592828122239887,0
2026-04-27 04:35:46.791568,37.67345268089235,1.2453460884786092,36.34628618677477,113.72077778213854,15.010826206143658,0.004946122593181417,0
2026-04-27 05:35:46.791568,40.07822906160339,0.8137382351277641,35.75626425008763,107.50949549717937,14.991078057178266,0.005299417064122946,0
2026-04-27 06:35:46.791568,39.2565092622084,1.1097588865808927,39.862376446596095,104.77829502557792,10.811792514301285,0.005652711535064476,0
2026-04-27 07:35:46.791568,41.989875396403384,1.1975040628579385,36.11632107446625,99.30081271632183,9.986072613102715,0.006006006006006006,0
2026-04-27 08:35:46.791568,39.62437391599282,1.1458054343306234,33.0890153529886,102.21004485396388,12.602743183400658,0.006359300476947535,0
2026-04-27 09:35:46.791568,38.694678396182276,1.1889737651250982,35.347198266847,116.27638246053954,10.580343155061207,0.006712594947889066,0
2026-04-27 10:35:46.791568,44.529259781119094,1.1071448279507679,37.143958923175916,108.1748474221429,9.02940855544314,0.007065889418830595,0
2026-04-27 11:35:46.791568,41.22488914557597,1.7231931151123137,40.375556435735994,105.26985684487629,13.972122246102664,0.007419183889772124,0
2026-04-27 12:35:46.791568,41.88977109545386,0.8536374985472153,38.57718135260872,104.44463005201708,13.909665663089754,0.0077724783607136545,0
